"Area Name","Area Type","Year","Month","Seasonally Adjusted(Y/N)","Status","Labor Force","Employment","Unemployment","Unemployment Rate"
"Stockton-Lodi MSA","Metropolitan Area","1993","Annual","N","Final","241900","207600","34300","14.2"
"Vallejo-Fairfield MSA","Metropolitan Area","1993","Annual","N","Final","174700","160400","14300","8.2"
"Visalia-Porterville MSA","Metropolitan Area","1993","Annual","N","Final","157700","129000","28700","18.2"
"Yuba City MSA","Metropolitan Area","1993","Annual","N","Final","57700","47100","10600","18.3"
"California","State","1994","Annual","N","Final","15266400","13943500","1322800","8.7"
"Alameda County","County","1994","Annual","N","Final","679900","637700","42200","6.2"
"Alpine County","County","1994","Annual","N","Final","450","400","50","10.3"
"Amador County","County","1994","Annual","N","Final","12740","11690","1050","8.2"
"Butte County","County","1994","Annual","N","Final","82900","74300","8600","10.4"
"Calaveras County","County","1994","Annual","N","Final","14650","12990","1660","11.3"
"Colusa County","County","1994","Annual","N","Final","8210","6630","1580","19.2"
"Contra Costa County","County","1994","Annual","N","Final","451900","423600","28300","6.3"
"Del Norte County","County","1994","Annual","N","Final","10040","8820","1230","12.2"
"El Dorado County","County","1994","Annual","N","Final","70500","65400","5100","7.3"
"Fresno County","County","1994","Annual","N","Final","356600","305200","51400","14.4"
"Glenn County","County","1994","Annual","N","Final","11530","9660","1870","16.3"
"Humboldt County","County","1994","Annual","N","Final","59900","54700","5200","8.7"
"Imperial County","County","1994","Annual","N","Final","57600","42300","15300","26.5"
"Inyo County","County","1994","Annual","N","Final","7180","6420","760","10.6"
"Kern County","County","1994","Annual","N","Final","265800","225300","40500","15.2"
"Kings County","County","1994","Annual","N","Final","41000","35100","5900","14.3"
"Lake County","County","1994","Annual","N","Final","22470","19640","2830","12.6"
"Lassen County","County","1994","Annual","N","Final","11180","9900","1280","11.5"
"Los Angeles County","County","1994","Annual","N","Final","4295500","3899700","395900","9.2"
"Madera County","County","1994","Annual","N","Final","48500","41000","7500","15.5"
"Marin County","County","1994","Annual","N","Final","129300","123200","6000","4.7"
"Mariposa County","County","1994","Annual","N","Final","7250","6550","700","9.6"
"Mendocino County","County","1994","Annual","N","Final","40470","36540","3930","9.7"
"Merced County","County","1994","Annual","N","Final","83700","70100","13700","16.3"
"Modoc County","County","1994","Annual","N","Final","4270","3760","520","12.1"
"Mono County","County","1994","Annual","N","Final","6160","5520","640","10.4"
"Monterey County","County","1994","Annual","N","Final","175000","153200","21900","12.5"
"Napa County","County","1994","Annual","N","Final","57800","53800","4000","7"
"Nevada County","County","1994","Annual","N","Final","40990","37900","3090","7.5"
"Orange County","County","1994","Annual","N","Final","1333300","1256100","77200","5.8"
"Placer County","County","1994","Annual","N","Final","98500","91900","6600","6.7"
"Plumas County","County","1994","Annual","N","Final","10000","8550","1450","14.5"
"Riverside County","County","1994","Annual","N","Final","597400","533400","64000","10.7"
"Sacramento County","County","1994","Annual","N","Final","532800","493800","38900","7.3"
"San Benito County","County","1994","Annual","N","Final","22300","19200","3200","14.1"
"San Bernardino County","County","1994","Annual","N","Final","670900","612200","58700","8.8"
"San Diego County","County","1994","Annual","N","Final","1226800","1139000","87800","7.2"
"San Francisco County","County","1994","Annual","N","Final","402000","375900","26100","6.5"
"San Joaquin County","County","1994","Annual","N","Final","240200","209100","31100","13"
"San Luis Obispo County","County","1994","Annual","N","Final","99800","92500","7300","7.3"
"San Mateo County","County","1994","Annual","N","Final","369700","352100","17600","4.7"
"Santa Barbara County","County","1994","Annual","N","Final","195300","181000","14300","7.3"
"Santa Clara County","County","1994","Annual","N","Final","851900","797700","54200","6.4"
"Santa Cruz County","County","1994","Annual","N","Final","140700","126800","13900","9.9"
"Shasta County","County","1994","Annual","N","Final","72600","63700","8900","12.2"
"Sierra County","County","1994","Annual","N","Final","1780","1600","180","10.2"
"Siskiyou County","County","1994","Annual","N","Final","19410","16670","2740","14.1"
"Solano County","County","1994","Annual","N","Final","175100","161500","13500","7.7"
"Sonoma County","County","1994","Annual","N","Final","223900","210600","13300","5.9"
"Stanislaus County","County","1994","Annual","N","Final","193600","162600","31000","16"
"Sutter County","County","1994","Annual","N","Final","34100","28300","5700","16.8"
"Tehama County","County","1994","Annual","N","Final","23900","21180","2730","11.4"
"Trinity County","County","1994","Annual","N","Final","5280","4480","790","15"
"Tulare County","County","1994","Annual","N","Final","161600","134900","26700","16.5"
"Tuolumne County","County","1994","Annual","N","Final","21000","18650","2350","11.2"
"Ventura County","County","1994","Annual","N","Final","380300","350000","30400","8"
"Yolo County","County","1994","Annual","N","Final","86600","80600","6000","6.9"
"Yuba County","County","1994","Annual","N","Final","22000","18500","3500","16"
"Anaheim-Santa Ana-Irvine MD","Metropolitan Area","1994","Annual","N","Final","1333300","1256100","77200","5.8"
"Bakersfield MSA","Metropolitan Area","1994","Annual","N","Final","265800","225300","40500","15.2"
"Chico MSA","Metropolitan Area","1994","Annual","N","Final","82900","74300","8600","10.4"
"El Centro MSA","Metropolitan Area","1994","Annual","N","Final","57600","42300","15300","26.5"
"Fresno MSA","Metropolitan Area","1994","Annual","N","Final","356600","305200","51400","14.4"
"Hanford-Corcoran MSA","Metropolitan Area","1994","Annual","N","Final","41000","35100","5900","14.3"
"Los Angeles-Long Beach-Glendale MD","Metropolitan Area","1994","Annual","N","Final","4295500","3899700","395900","9.2"
"Madera MSA","Metropolitan Area","1994","Annual","N","Final","48500","41000","7500","15.5"
"Merced MSA","Metropolitan Area","1994","Annual","N","Final","83700","70100","13700","16.3"
"Modesto MSA","Metropolitan Area","1994","Annual","N","Final","193600","162600","31000","16"
"Napa MSA","Metropolitan Area","1994","Annual","N","Final","57800","53800","4000","7"
"Oakland-Hayward-Berkeley MD","Metropolitan Area","1994","Annual","N","Final","1131800","1061300","70500","6.2"
"Oxnard-Thousand Oaks-Ventura MSA","Metropolitan Area","1994","Annual","N","Final","380300","350000","30400","8"
"Redding MSA","Metropolitan Area","1994","Annual","N","Final","72600","63700","8900","12.2"
"Riverside-San Bernardino-Ontario MSA","Metropolitan Area","1994","Annual","N","Final","1268300","1145600","122700","9.7"
"Sacramento--Roseville--Arden-Arcade MSA","Metropolitan Area","1994","Annual","N","Final","788400","731700","56700","7.2"
"Salinas MSA","Metropolitan Area","1994","Annual","N","Final","175000","153200","21900","12.5"
"San Diego-Carlsbad MSA","Metropolitan Area","1994","Annual","N","Final","1226800","1139000","87800","7.2"
"San Francisco-Redwood City-South San Francisco MD","Metropolitan Area","1994","Annual","N","Final","771600","728000","43600","5.7"
"San Jose-Sunnyvale-Santa Clara MSA","Metropolitan Area","1994","Annual","N","Final","874200","816900","57400","6.6"
"San Luis Obispo-Paso Robles-Arroyo Grande MSA","Metropolitan Area","1994","Annual","N","Final","99800","92500","7300","7.3"
"San Rafael MD","Metropolitan Area","1994","Annual","N","Final","129300","123200","6000","4.7"
"Santa Cruz-Watsonville MSA","Metropolitan Area","1994","Annual","N","Final","140700","126800","13900","9.9"
"Santa Maria-Santa Barbara MSA","Metropolitan Area","1994","Annual","N","Final","195300","181000","14300","7.3"
"Santa Rosa MSA","Metropolitan Area","1994","Annual","N","Final","223900","210600","13300","5.9"
"Stockton-Lodi MSA","Metropolitan Area","1994","Annual","N","Final","240200","209100","31100","13"
"Vallejo-Fairfield MSA","Metropolitan Area","1994","Annual","N","Final","175100","161500","13500","7.7"
"Visalia-Porterville MSA","Metropolitan Area","1994","Annual","N","Final","161600","134900","26700","16.5"
"Yuba City MSA","Metropolitan Area","1994","Annual","N","Final","56100","46800","9300","16.5"
"California","State","1995","Annual","N","Final","15272600","14068300","1204300","7.9"
"Alameda County","County","1995","Annual","N","Final","677300","638500","38800","5.7"
"Alpine County","County","1995","Annual","N","Final","480","430","50","10.5"
"Amador County","County","1995","Annual","N","Final","13090","12050","1040","8"
"Butte County","County","1995","Annual","N","Final","82300","74100","8200","9.9"
"Calaveras County","County","1995","Annual","N","Final","14110","12560","1560","11"
"Colusa County","County","1995","Annual","N","Final","8560","6880","1690","19.7"
"Contra Costa County","County","1995","Annual","N","Final","452900","427100","25800","5.7"
"Del Norte County","County","1995","Annual","N","Final","10090","8850","1240","12.3"
"El Dorado County","County","1995","Annual","N","Final","72200","67300","5000","6.9"
"Fresno County","County","1995","Annual","N","Final","370500","318500","52000","14"
"Glenn County","County","1995","Annual","N","Final","11480","9690","1790","15.5"
"Humboldt County","County","1995","Annual","N","Final","59800","54800","5000","8.3"
"Imperial County","County","1995","Annual","N","Final","58000","41100","16900","29.2"
"Inyo County","County","1995","Annual","N","Final","7100","6440","660","9.4"
"Kern County","County","1995","Annual","N","Final","271200","233800","37400","13.8"
"Kings County","County","1995","Annual","N","Final","41900","35800","6100","14.5"
"Lake County","County","1995","Annual","N","Final","23710","20930","2780","11.7"
"Lassen County","County","1995","Annual","N","Final","11000","9780","1210","11"
"Los Angeles County","County","1995","Annual","N","Final","4288500","3939400","349100","8.1"
"Madera County","County","1995","Annual","N","Final","50700","43100","7600","14.9"
"Marin County","County","1995","Annual","N","Final","127700","122200","5500","4.3"
"Mariposa County","County","1995","Annual","N","Final","7450","6750","700","9.3"
"Mendocino County","County","1995","Annual","N","Final","41030","37130","3900","9.5"
"Merced County","County","1995","Annual","N","Final","82800","68700","14100","17"
"Modoc County","County","1995","Annual","N","Final","4220","3660","560","13.2"
"Mono County","County","1995","Annual","N","Final","6140","5480","660","10.8"
"Monterey County","County","1995","Annual","N","Final","174700","153100","21500","12.3"
"Napa County","County","1995","Annual","N","Final","57300","53800","3600","6.2"
"Nevada County","County","1995","Annual","N","Final","40160","37130","3030","7.5"
"Orange County","County","1995","Annual","N","Final","1321900","1255100","66800","5.1"
"Placer County","County","1995","Annual","N","Final","102100","95800","6300","6.1"
"Plumas County","County","1995","Annual","N","Final","9750","8460","1290","13.2"
"Riverside County","County","1995","Annual","N","Final","607600","550200","57400","9.4"
"Sacramento County","County","1995","Annual","N","Final","535100","498800","36300","6.8"
"San Benito County","County","1995","Annual","N","Final","22900","19800","3100","13.6"
"San Bernardino County","County","1995","Annual","N","Final","676000","622800","53200","7.9"
"San Diego County","County","1995","Annual","N","Final","1225300","1147700","77600","6.3"
"San Francisco County","County","1995","Annual","N","Final","395400","371600","23900","6"
"San Joaquin County","County","1995","Annual","N","Final","240300","210800","29500","12.3"
"San Luis Obispo County","County","1995","Annual","N","Final","100900","94300","6600","6.6"
"San Mateo County","County","1995","Annual","N","Final","367300","351900","15400","4.2"
"Santa Barbara County","County","1995","Annual","N","Final","191800","179000","12800","6.7"
"Santa Clara County","County","1995","Annual","N","Final","860900","818800","42200","4.9"
"Santa Cruz County","County","1995","Annual","N","Final","138700","125900","12900","9.3"
"Shasta County","County","1995","Annual","N","Final","72100","64000","8100","11.3"
"Sierra County","County","1995","Annual","N","Final","1690","1530","160","9.6"
"Siskiyou County","County","1995","Annual","N","Final","18860","16160","2690","14.3"
"Solano County","County","1995","Annual","N","Final","171800","158200","13600","7.9"
"Sonoma County","County","1995","Annual","N","Final","223700","211400","12300","5.5"
"Stanislaus County","County","1995","Annual","N","Final","192300","162700","29600","15.4"
"Sutter County","County","1995","Annual","N","Final","34300","28400","5900","17.1"
"Tehama County","County","1995","Annual","N","Final","23070","20480","2600","11.3"
"Trinity County","County","1995","Annual","N","Final","5280","4510","770","14.6"
"Tulare County","County","1995","Annual","N","Final","159800","133200","26600","16.7"
"Tuolumne County","County","1995","Annual","N","Final","20140","17960","2180","10.8"
"Ventura County","County","1995","Annual","N","Final","379500","351300","28200","7.4"
